"","id","superficie","fecha","lat","lng","idprovincia","idmunicipio","causa","muertos","heridos","time_ctrl","time_ext","personal","medios","gastos","perdidas","ALTITUD","TMEDIA","PRECIPITACION","TMIN","TMAX","VELMEDIA","RACHA","SOL","Trimestre","Mes","AÒo","DIR_VIENTO","PRES_RANGE"
"4553",2002360830,3,2002-04-30,42.171497,-8.44447,"Pontevedra","PONTEAREAS","intencionado","0","0",2,2,13,1,"1K-10K",9208,"Entre 100-125",11.4,"1",6,16.9,"< 2 m/s",10.6,0.3,"Q2","abril","2002","S",3.70000000000005
"4555",2002360843,1.5,2002-05-08,42.764597,-8.302558,"Pontevedra","SILLEDA","intencionado","0","0",2.05,2.05,9,1,"1K-10K",11357,"Entre 100-125",13.6,"0",11.2,16,"4-6 m/s",12.5,0,"Q2","mayo","2002","NE",4
"4556",2002360845,2.2,2002-05-09,42.120408,-8.489895,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","causa desconocida","0","0",1.5,1.5,17,3,"10K-100K",3895,"Entre 100-125",15.4,"0",11.8,19.1,"2-4 m/s",10.6,4.5,"Q2","mayo","2002","NW",4.79999999999995
"4558",2002360884,7,2002-05-20,42.613558,-8.175469,"Pontevedra","LAL√É¬çN","negligencia","0","0",2.25,2.25,11,1,"1K-10K",0,"Entre 100-125",15.8,"1",11.5,20,"2-4 m/s",10,1.6,"Q2","mayo","2002","S",5.70000000000005
"4559",2002360895,1,2002-06-01,42.135409,-8.331309,"Pontevedra","ARBO","negligencia","0","0",2.05,2.05,18,2,"1K-10K",150,"Entre 100-125",16.2,"1",13.3,19,"< 2 m/s",4.7,2.9,"Q2","junio","2002","W",2.10000000000002
"4560",2002360902,2.21,2002-06-12,42.699312,-8.624759,"Pontevedra","VALGA","intencionado","0","0",1.5,1.5,10,3,"1K-10K",3665,"Entre 100-125",21,"0",12.5,29.4,"2-4 m/s",8.9,12.5,"Q2","junio","2002","NW",2.39999999999998
"4561",2002360906,1.5,2002-06-13,42.619115,-8.770784,"Pontevedra","VILAGARC√É¬çA DE AROUSA","negligencia","0","0",1.4,1.4,15,3,"10K-100K",3846,"Entre 100-125",21.1,"0",14,28.2,"< 2 m/s",5.3,12.4,"Q2","junio","2002","W",2.79999999999995
"4562",2002360908,1.5,2002-06-13,42.437626,-8.553009,"Pontevedra","COTOBADE","intencionado","0","0",1.5,1.5,7,1,"1K-10K",0,"Entre 100-125",21.1,"0",14,28.2,"< 2 m/s",5.3,12.4,"Q2","junio","2002","W",2.79999999999995
"4563",2002360918,1.8,2002-06-16,42.634383,-8.538956,"Pontevedra","CUNTIS","intencionado","0","0",3,3,6,1,"1K-10K",2514,"Entre 100-125",19.2,"0",12.8,25.6,"< 2 m/s",5.6,12.8,"Q2","junio","2002","SE",1.59999999999991
"4564",2002360988,1,2002-06-24,42.627785,-8.670092,"Pontevedra","CALDAS DE REIS","intencionado","0","0",1.2,1.2,18,3,"10K-100K",1569,"Entre 100-125",18.2,"0",13.5,22.8,"4-6 m/s",19.2,11.4,"Q2","junio","2002","N",3.19999999999993
"4565",2002360990,1.5,2002-06-24,42.627785,-8.670092,"Pontevedra","CALDAS DE REIS","intencionado","0","0",2.05,2.05,14,2,"1K-10K",1850,"Entre 100-125",18.2,"0",13.5,22.8,"4-6 m/s",19.2,11.4,"Q2","junio","2002","N",3.19999999999993
"4569",2002361006,2,2002-06-24,42.200271,-8.655161,"Pontevedra","MOS","intencionado","0","0",0.35,0.35,19,2,"1K-10K",6004,"Entre 100-125",18.2,"0",13.5,22.8,"4-6 m/s",19.2,11.4,"Q2","junio","2002","N",3.19999999999993
"4570",2002361008,2.3,2002-06-24,42.238453,-8.443132,"Pontevedra","MONDARIZ","intencionado","0","0",2.05,2.05,15,2,"1K-10K",6627,"Entre 100-125",18.2,"0",13.5,22.8,"4-6 m/s",19.2,11.4,"Q2","junio","2002","N",3.19999999999993
"4574",2002361026,3,2002-06-25,42.507455,-8.568677,"Pontevedra","CAMPO LAMEIRO","intencionado","0","0",2.1,2.1,18,3,"10K-100K",5353,"Entre 100-125",23,"1",15.5,30.5,"2-4 m/s",12.2,11.7,"Q2","junio","2002","NE",4.20000000000005
"4575",2002361032,1,2002-06-25,42.43977,-8.720785,"Pontevedra","POIO","fuego reproducido","0","0",2,2,14,2,"1K-10K",1241,"Entre 100-125",23,"1",15.5,30.5,"2-4 m/s",12.2,11.7,"Q2","junio","2002","NE",4.20000000000005
"4576",2002361049,4.5,2002-06-28,42.661515,-8.536218,"Pontevedra","CUNTIS","intencionado","0","0",2.4,2.4,14,2,"10K-100K",0,"Entre 100-125",19.2,"0",13.5,24.8,"4-6 m/s",14.2,11.6,"Q2","junio","2002","N",1.59999999999991
"4577",2002361059,3,2002-06-30,42.487016,-8.539699,"Pontevedra","COTOBADE","intencionado","0","0",2.45,2.45,8,2,"1K-10K",0,"Entre 100-125",17.9,"0",11.8,24,"4-6 m/s",13.3,11.5,"Q2","junio","2002","N",2.70000000000005
"4578",2002361139,1.1,2002-07-15,42.466988,-8.69692,"Pontevedra","POIO","intencionado","0","0",0.58,0.58,18,2,"10K-100K",3095,"Entre 100-125",21.3,"0",13.8,28.8,"2-4 m/s",12.5,13,"Q3","julio","2002","N",5.5
"4581",2002361175,2.5,2002-07-18,42.500132,-8.51654,"Pontevedra","COTOBADE","intencionado","0","0",2.35,2.35,20,4,"10K-100K",1638,"Entre 100-125",22,"0",15,29,"< 2 m/s",5.8,12.9,"Q3","julio","2002","E",2.39999999999998
"4582",2002361178,2,2002-07-18,42.190355,-8.774847,"Pontevedra","VIGO","causa desconocida","0","0",1.05,1.05,29,1,"10K-100K",2773,"Entre 100-125",22,"0",15,29,"< 2 m/s",5.8,12.9,"Q3","julio","2002","E",2.39999999999998
"4583",2002361196,2,2002-07-19,42.18116,-8.498888,"Pontevedra","PONTEAREAS","intencionado","0","0",0.53,0.53,33,0,"10K-100K",7594,"Entre 100-125",17.9,"0",14.2,21.6,"< 2 m/s",5,8.9,"Q3","julio","2002","SE",2.60000000000002
"4584",2002361277,1.5,2002-07-25,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","intencionado","0","0",0.55,0.55,24,4,"10K-100K",3928,"Entre 100-125",23.7,"0",17.6,29.8,"4-6 m/s",11.1,13.5,"Q3","julio","2002","N",4.20000000000005
"4588",2002361350,3.25,2002-07-28,42.553991,-8.67919,"Pontevedra","PORTAS","intencionado","0","0",3.4,3.4,17,3,"10K-100K",9453,"Entre 100-125",21.9,"0",13.6,30.2,"2-4 m/s",8.9,13.2,"Q3","julio","2002","NW",2.19999999999993
"4590",2002361398,6,2002-07-30,42.592377,-7.982795,"Pontevedra","RODEIRO","intencionado","0","0",4,4,11,3,"10K-100K",0,"Entre 100-125",20.4,"0",15.1,25.8,"2-4 m/s",13.3,6.3,"Q3","julio","2002","N",1.29999999999995
"4591",2002361406,1.5,2002-07-30,42.500132,-8.51654,"Pontevedra","COTOBADE","fuego reproducido","0","0",3.3,3.3,42,7,"10K-100K",2773,"Entre 100-125",20.4,"0",15.1,25.8,"2-4 m/s",13.3,6.3,"Q3","julio","2002","N",1.29999999999995
"4592",2002361410,1.5,2002-07-30,42.241797,-8.490264,"Pontevedra","MONDARIZ","intencionado","0","0",1.25,1.25,36,6,"10K-100K",4363,"Entre 100-125",20.4,"0",15.1,25.8,"2-4 m/s",13.3,6.3,"Q3","julio","2002","N",1.29999999999995
"4593",2002361419,6.8,2002-07-31,42.124052,-8.572739,"Pontevedra","SALCEDA DE CASELAS","intencionado","0","0",4.15,4.15,26,3,"10K-100K",8874,"Entre 100-125",18.4,"0",12.6,24.2,"4-6 m/s",12.5,12.8,"Q3","julio","2002","N",3.09999999999991
"4594",2002361430,6,2002-07-31,42.215314,-8.503574,"Pontevedra","PONTEAREAS","intencionado","0","0",1.3,1.3,47,6,"10K-100K",10361,"Entre 100-125",18.4,"0",12.6,24.2,"4-6 m/s",12.5,12.8,"Q3","julio","2002","N",3.09999999999991
"4595",2002361435,2,2002-07-31,42.007446,-8.691467,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",2.05,2.05,12,3,"1K-10K",3183,"Entre 100-125",18.4,"0",12.6,24.2,"4-6 m/s",12.5,12.8,"Q3","julio","2002","N",3.09999999999991
"4596",2002361446,2.5,2002-07-31,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","intencionado","0","0",1.27,1.27,34,6,"10K-100K",4641,"Entre 100-125",18.4,"0",12.6,24.2,"4-6 m/s",12.5,12.8,"Q3","julio","2002","N",3.09999999999991
"4598",2002361473,4,2002-08-01,42.007446,-8.691467,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",2.5,2.5,33,8,"10K-100K",7858,"Entre 100-125",17.6,"0",10.6,24.5,"2-4 m/s",9.7,10.6,"Q3","agosto","2002","N",3
"4599",2002361483,1,2002-08-01,42.02964,-8.777613,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",0.5,0.5,19,3,"1K-10K",1088,"Entre 100-125",17.6,"0",10.6,24.5,"2-4 m/s",9.7,10.6,"Q3","agosto","2002","N",3
"4600",2002361496,5.27,2002-08-02,42.211491,-8.552839,"Pontevedra","PONTEAREAS","intencionado","0","0",2.55,2.55,20,2,"10K-100K",13118,"Entre 100-125",16.9,"0",11.6,22.2,"< 2 m/s",4.7,5,"Q3","agosto","2002","W",1.79999999999995
"4601",2002361498,2.5,2002-08-02,42.241293,-8.546035,"Pontevedra","PONTEAREAS","intencionado","0","0",3.25,3.25,10,2,"1K-10K",2851,"Entre 100-125",16.9,"0",11.6,22.2,"< 2 m/s",4.7,5,"Q3","agosto","2002","W",1.79999999999995
"4602",2002361509,1.5,2002-08-02,42.124052,-8.572739,"Pontevedra","SALCEDA DE CASELAS","intencionado","0","0",1.1,1.1,29,4,"10K-100K",3468,"Entre 100-125",16.9,"0",11.6,22.2,"< 2 m/s",4.7,5,"Q3","agosto","2002","W",1.79999999999995
"4603",2002361534,2,2002-08-03,42.121744,-8.546357,"Pontevedra","SALCEDA DE CASELAS","causa desconocida","0","0",0.15,0.15,12,2,"1K-10K",5225,"Entre 100-125",17.4,"0",12.9,22,"< 2 m/s",5.3,11.3,"Q3","agosto","2002","W",1.39999999999998
"4604",2002361543,9,2002-08-03,42.740276,-8.14127,"Pontevedra","LAL√É¬çN","intencionado","0","0",2.35,2.35,41,8,"> 100K",10857,"Entre 100-125",17.4,"0",12.9,22,"< 2 m/s",5.3,11.3,"Q3","agosto","2002","W",1.39999999999998
"4605",2002361561,2,2002-08-04,42.568365,-8.055032,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",2.15,2.15,28,5,"10K-100K",0,"Entre 100-125",19.6,"0",13.5,25.7,"< 2 m/s",6.1,13,"Q3","agosto","2002","SW",1.19999999999993
"4606",2002361562,3.8,2002-08-04,42.680957,-8.244895,"Pontevedra","SILLEDA","intencionado","0","0",3.55,3.55,12,3,"10K-100K",0,"Entre 100-125",19.6,"0",13.5,25.7,"< 2 m/s",6.1,13,"Q3","agosto","2002","SW",1.19999999999993
"4607",2002361596,2.5,2002-08-05,42.820141,-8.088481,"Pontevedra","AGOLADA","intencionado","0","0",2.31,2.31,20,4,"1K-10K",0,"Entre 100-125",19.5,"0",15.7,23.3,"< 2 m/s",5.3,6.5,"Q3","agosto","2002","SW",5.29999999999995
"4608",2002361602,7.8,2002-08-05,42.530786,-8.339235,"Pontevedra","FORCAREI","intencionado","0","0",3.14,3.14,16,3,"10K-100K",0,"Entre 100-125",19.5,"0",15.7,23.3,"< 2 m/s",5.3,6.5,"Q3","agosto","2002","SW",5.29999999999995
"4609",2002361605,1,2002-08-06,42.838587,-8.180596,"Pontevedra","VILA DE CRUCES","intencionado","0","0",1.19,1.19,20,3,"1K-10K",0,"Entre 100-125",20.2,"0",13.3,27,"2-4 m/s",13.6,13,"Q3","agosto","2002","NW",2.5
"4610",2002361607,1.3,2002-08-06,42.424248,-8.608523,"Pontevedra","PONTEVEDRA","intencionado","0","0",1.5,1.5,14,2,"1K-10K",1546,"Entre 100-125",20.2,"0",13.3,27,"2-4 m/s",13.6,13,"Q3","agosto","2002","NW",2.5
"4612",2002361654,1.1,2002-08-07,42.153756,-8.503692,"Pontevedra","PONTEAREAS","intencionado","0","0",1,1,10,2,"1K-10K",1480,"Entre 100-125",23,"0",15.7,30.2,"4-6 m/s",15,13,"Q3","agosto","2002","N",2.40000000000009
"4613",2002361655,1.6,2002-08-07,42.330908,-8.677547,"Pontevedra","VILABOA","intencionado","0","0",2,2,37,4,"10K-100K",3354,"Entre 100-125",23,"0",15.7,30.2,"4-6 m/s",15,13,"Q3","agosto","2002","N",2.40000000000009
"4614",2002361661,5,2002-08-07,42.370663,-8.656441,"Pontevedra","VILABOA","intencionado","0","0",3.05,3.05,31,6,"10K-100K",7059,"Entre 100-125",23,"0",15.7,30.2,"4-6 m/s",15,13,"Q3","agosto","2002","N",2.40000000000009
"4615",2002361662,4.2,2002-08-07,42.183247,-8.429061,"Pontevedra","PONTEAREAS","intencionado","0","0",2.15,2.15,33,3,"10K-100K",8329,"Entre 100-125",23,"0",15.7,30.2,"4-6 m/s",15,13,"Q3","agosto","2002","N",2.40000000000009
"4616",2002361664,1.5,2002-08-07,42.474911,-8.813684,"Pontevedra","CAMBADOS","intencionado","0","0",1.3,1.3,16,3,"10K-100K",6351,"Entre 100-125",23,"0",15.7,30.2,"4-6 m/s",15,13,"Q3","agosto","2002","N",2.40000000000009
"4617",2002361667,9,2002-08-07,42.592377,-7.982795,"Pontevedra","RODEIRO","intencionado","0","0",2,2,25,3,"10K-100K",0,"Entre 100-125",23,"0",15.7,30.2,"4-6 m/s",15,13,"Q3","agosto","2002","N",2.40000000000009
"4618",2002361678,1.2,2002-08-07,42.327009,-8.563382,"Pontevedra","SOUTOMAIOR","intencionado","0","0",1.1,1.1,11,0,"1K-10K",0,"Entre 100-125",23,"0",15.7,30.2,"4-6 m/s",15,13,"Q3","agosto","2002","N",2.40000000000009
"4619",2002361681,4.8,2002-08-07,42.211491,-8.552839,"Pontevedra","PONTEAREAS","intencionado","0","0",3.25,3.25,11,3,"10K-100K",0,"Entre 100-125",23,"0",15.7,30.2,"4-6 m/s",15,13,"Q3","agosto","2002","N",2.40000000000009
"4620",2002361684,2.3,2002-08-08,42.136813,-8.472835,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","intencionado","0","0",1.55,1.55,29,3,"10K-100K",7342,"Entre 100-125",19.8,"0",15,24.6,"4-6 m/s",11.7,6.9,"Q3","agosto","2002","NE",2.79999999999995
"4621",2002361715,2,2002-08-08,42.684165,-7.912517,"Pontevedra","RODEIRO","intencionado","0","0",1,1,16,2,"1K-10K",1429,"Entre 100-125",19.8,"0",15,24.6,"4-6 m/s",11.7,6.9,"Q3","agosto","2002","NE",2.79999999999995
"4622",2002361722,2.5,2002-08-09,42.171792,-8.660813,"Pontevedra","MOS","intencionado","0","0",2.25,2.25,18,2,"1K-10K",6495,"Entre 100-125",17,"1",13.4,20.5,"< 2 m/s",4.4,0.4,"Q3","agosto","2002","S",5
"4625",2002361748,3,2002-08-12,42.220363,-8.219668,"Pontevedra","CRECENTE","intencionado","0","0",2.25,2.25,19,4,"10K-100K",415,"Entre 100-125",23.4,"0",16.4,30.5,"2-4 m/s",10,12.9,"Q3","agosto","2002","NE",4.30000000000007
"4626",2002361775,1,2002-08-13,42.609226,-8.629458,"Pontevedra","CALDAS DE REIS","intencionado","0","0",1.2,1.2,35,6,"10K-100K",1890,"Entre 100-125",23.8,"0",14.2,33.5,"< 2 m/s",4.2,12.8,"Q3","agosto","2002","W",2.5
"4627",2002361780,4,2002-08-13,42.132854,-8.564016,"Pontevedra","SALCEDA DE CASELAS","intencionado","0","0",2.3,2.3,30,4,"10K-100K",11576,"Entre 100-125",23.8,"0",14.2,33.5,"< 2 m/s",4.2,12.8,"Q3","agosto","2002","W",2.5
"4628",2002361782,1.3,2002-08-13,42.121744,-8.546357,"Pontevedra","PONTEAREAS","intencionado","0","0",1.37,1.37,11,1,"1K-10K",2674,"Entre 100-125",23.8,"0",14.2,33.5,"< 2 m/s",4.2,12.8,"Q3","agosto","2002","W",2.5
"4631",2002361819,1,2002-08-15,42.104918,-8.574089,"Pontevedra","SALCEDA DE CASELAS","causa desconocida","0","0",1.4,1.4,15,2,"1K-10K",2950,"Entre 100-125",19.4,"0",13.3,25.6,"< 2 m/s",6.1,12.7,"Q3","agosto","2002","SW",1.60000000000002
"4632",2002361823,2,2002-08-15,42.27861,-8.531505,"Pontevedra","PAZOS DE BORB√É‚Ä∞N","intencionado","0","0",2.05,2.05,12,2,"1K-10K",4164,"Entre 100-125",19.4,"0",13.3,25.6,"< 2 m/s",6.1,12.7,"Q3","agosto","2002","SW",1.60000000000002
"4633",2002361838,5.2,2002-08-15,42.241293,-8.546035,"Pontevedra","PONTEAREAS","intencionado","0","0",3.05,3.05,68,7,"10K-100K",10821,"Entre 100-125",19.4,"0",13.3,25.6,"< 2 m/s",6.1,12.7,"Q3","agosto","2002","SW",1.60000000000002
"4634",2002361854,1.5,2002-08-15,42.651375,-8.365324,"Pontevedra","FORCAREI","intencionado","0","0",1.5,1.5,7,3,"1K-10K",0,"Entre 100-125",19.4,"0",13.3,25.6,"< 2 m/s",6.1,12.7,"Q3","agosto","2002","SW",1.60000000000002
"4635",2002361855,3.5,2002-08-15,42.651375,-8.365324,"Pontevedra","FORCAREI","intencionado","0","0",2.53,2.53,15,3,"10K-100K",0,"Entre 100-125",19.4,"0",13.3,25.6,"< 2 m/s",6.1,12.7,"Q3","agosto","2002","SW",1.60000000000002
"4637",2002361857,1,2002-08-15,42.651375,-8.365324,"Pontevedra","FORCAREI","intencionado","0","0",2.48,2.48,15,3,"1K-10K",0,"Entre 100-125",19.4,"0",13.3,25.6,"< 2 m/s",6.1,12.7,"Q3","agosto","2002","SW",1.60000000000002
"4638",2002361883,1.5,2002-08-16,42.190205,-8.20197,"Pontevedra","CRECENTE","intencionado","0","0",1.05,1.05,24,3,"10K-100K",2240,"Entre 100-125",20.4,"0",17,23.8,"< 2 m/s",6.9,7.6,"Q3","agosto","2002","SW",2
"4639",2002361884,1.8,2002-08-16,42.798692,-8.263899,"Pontevedra","VILA DE CRUCES","intencionado","0","0",1.3,1.3,27,0,"10K-100K",6116,"Entre 100-125",20.4,"0",17,23.8,"< 2 m/s",6.9,7.6,"Q3","agosto","2002","SW",2
"4640",2002361886,9,2002-08-16,42.178803,-8.187825,"Pontevedra","CRECENTE","causa desconocida","0","0",3.15,3.15,31,6,"10K-100K",18878,"Entre 100-125",20.4,"0",17,23.8,"< 2 m/s",6.9,7.6,"Q3","agosto","2002","SW",2
"4641",2002361892,1.6,2002-08-16,42.128557,-8.518698,"Pontevedra","PONTEAREAS","intencionado","0","0",1.4,1.4,18,4,"10K-100K",5135,"Entre 100-125",20.4,"0",17,23.8,"< 2 m/s",6.9,7.6,"Q3","agosto","2002","SW",2
"4642",2002361910,2,2002-08-16,42.536995,-8.547893,"Pontevedra","CAMPO LAMEIRO","intencionado","0","0",2.15,2.15,12,4,"10K-100K",2233,"Entre 100-125",20.4,"0",17,23.8,"< 2 m/s",6.9,7.6,"Q3","agosto","2002","SW",2
"4643",2002361925,1.5,2002-08-17,42.456355,-8.554384,"Pontevedra","COTOBADE","intencionado","0","0",1.1,1.1,29,5,"10K-100K",1272,"Entre 100-125",18.8,"1",13.9,23.7,"< 2 m/s",5.6,6.1,"Q3","agosto","2002","W",3.5
"4644",2002361929,2.2,2002-08-17,42.34165,-8.602189,"Pontevedra","SOUTOMAIOR","intencionado","0","0",1.05,1.05,27,5,"10K-100K",5391,"Entre 100-125",18.8,"1",13.9,23.7,"< 2 m/s",5.6,6.1,"Q3","agosto","2002","W",3.5
"4645",2002361954,1.5,2002-08-18,42.007446,-8.691467,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",1.45,1.45,16,2,"1K-10K",2666,"Entre 100-125",18.8,"1",16.3,21.3,"< 2 m/s",4.7,1.6,"Q3","agosto","2002","SW",3
"4646",2002361975,2,2002-08-20,42.684165,-7.912517,"Pontevedra","RODEIRO","intencionado","0","0",2.3,2.3,18,3,"10K-100K",0,"Entre 100-125",18.5,"0",12.8,24.2,"< 2 m/s",5.3,9.5,"Q3","agosto","2002","E",2
"4647",2002362018,1.5,2002-08-22,42.246472,-8.387229,"Pontevedra","COVELO","intencionado","0","0",1.03,1.03,21,3,"10K-100K",23,"Entre 100-125",20.7,"0",15.2,26.2,"4-6 m/s",11.1,5.7,"Q3","agosto","2002","NW",3.20000000000005
"4648",2002362041,1.2,2002-08-23,42.141965,-8.488935,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","intencionado","0","0",0.5,0.5,17,1,"10K-100K",3620,"Entre 100-125",21.6,"0",15.6,27.6,"2-4 m/s",10.8,8.5,"Q3","agosto","2002","N",2.20000000000005
"4649",2002362082,2.5,2002-08-24,42.327009,-8.563382,"Pontevedra","SOUTOMAIOR","causa desconocida","0","0",1.25,1.25,10,3,"10K-100K",0,"Entre 100-125",22.7,"0",17.2,28.2,"2-4 m/s",11.4,7.6,"Q3","agosto","2002","N",3.5
"4650",2002362091,5.1,2002-08-24,42.327009,-8.563382,"Pontevedra","SOUTOMAIOR","intencionado","0","0",1.4,1.4,9,6,"10K-100K",13373,"Entre 100-125",22.7,"0",17.2,28.2,"2-4 m/s",11.4,7.6,"Q3","agosto","2002","N",3.5
"4651",2002362092,1,2002-08-24,42.327009,-8.563382,"Pontevedra","SOUTOMAIOR","fuego reproducido","0","0",1.5,1.5,23,7,"10K-100K",0,"Entre 100-125",22.7,"0",17.2,28.2,"2-4 m/s",11.4,7.6,"Q3","agosto","2002","N",3.5
"4652",2002362095,3.2,2002-08-24,42.795411,-8.047269,"Pontevedra","AGOLADA","intencionado","0","0",2.08,2.08,16,4,"10K-100K",3490,"Entre 100-125",22.7,"0",17.2,28.2,"2-4 m/s",11.4,7.6,"Q3","agosto","2002","N",3.5
"4653",2002362106,3.5,2002-08-24,42.651375,-8.365324,"Pontevedra","FORCAREI","intencionado","0","0",2.03,2.03,12,3,"10K-100K",0,"Entre 100-125",22.7,"0",17.2,28.2,"2-4 m/s",11.4,7.6,"Q3","agosto","2002","N",3.5
"4654",2002362108,4.6,2002-08-24,42.282058,-8.442433,"Pontevedra","MONDARIZ","intencionado","0","0",1.28,1.28,30,7,"10K-100K",4204,"Entre 100-125",22.7,"0",17.2,28.2,"2-4 m/s",11.4,7.6,"Q3","agosto","2002","N",3.5
"4658",2002362137,1,2002-08-25,42.095851,-8.501,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","intencionado","0","0",2.22,2.22,8,2,"1K-10K",2261,"Entre 100-125",22.4,"0",17.6,27.1,"2-4 m/s",13.1,5.6,"Q3","agosto","2002","N",2.80000000000007
"4659",2002362167,4.3,2002-08-25,42.661515,-8.536218,"Pontevedra","CUNTIS","intencionado","0","0",2.3,2.3,33,4,"10K-100K",12069,"Entre 100-125",22.4,"0",17.6,27.1,"2-4 m/s",13.1,5.6,"Q3","agosto","2002","N",2.80000000000007
"4662",2002362203,3.5,2002-08-25,42.623188,-8.373646,"Pontevedra","FORCAREI","intencionado","0","0",2.35,2.35,5,1,"1K-10K",0,"Entre 100-125",22.4,"0",17.6,27.1,"2-4 m/s",13.1,5.6,"Q3","agosto","2002","N",2.80000000000007
"4663",2002362204,5,2002-08-25,42.592953,-8.376277,"Pontevedra","FORCAREI","intencionado","0","0",2.45,2.45,18,3,"10K-100K",739,"Entre 100-125",22.4,"0",17.6,27.1,"2-4 m/s",13.1,5.6,"Q3","agosto","2002","N",2.80000000000007
"4665",2002362213,1.3,2002-08-25,42.259995,-8.580612,"Pontevedra","PAZOS DE BORB√É‚Ä∞N","intencionado","0","0",2.4,2.4,13,1,"1K-10K",5914,"Entre 100-125",22.4,"0",17.6,27.1,"2-4 m/s",13.1,5.6,"Q3","agosto","2002","N",2.80000000000007
"4668",2002362230,1,2002-08-26,42.58764,-8.733594,"Pontevedra","VILAGARC√É¬çA DE AROUSA","intencionado","0","0",2.1,2.1,11,2,"1K-10K",2669,"Entre 100-125",19.8,"0",15.2,24.5,"2-4 m/s",11.4,7.5,"Q3","agosto","2002","N",1.60000000000002
"4669",2002362232,1.6,2002-08-26,42.651816,-8.084477,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.55,1.55,6,3,"10K-100K",0,"Entre 100-125",19.8,"0",15.2,24.5,"2-4 m/s",11.4,7.5,"Q3","agosto","2002","N",1.60000000000002
"4670",2002362245,5,2002-08-26,42.617183,-7.959249,"Pontevedra","RODEIRO","intencionado","0","0",0.41,0.41,24,4,"10K-100K",0,"Entre 100-125",19.8,"0",15.2,24.5,"2-4 m/s",11.4,7.5,"Q3","agosto","2002","N",1.60000000000002
"4671",2002362255,3,2002-08-26,42.274094,-8.492478,"Pontevedra","MONDARIZ","intencionado","0","0",2.2,2.2,29,8,"10K-100K",3787,"Entre 100-125",19.8,"0",15.2,24.5,"2-4 m/s",11.4,7.5,"Q3","agosto","2002","N",1.60000000000002
"4672",2002362263,1.5,2002-08-26,42.155562,-8.486345,"Pontevedra","PONTEAREAS","intencionado","0","0",1.33,1.33,10,3,"10K-100K",1905,"Entre 100-125",19.8,"0",15.2,24.5,"2-4 m/s",11.4,7.5,"Q3","agosto","2002","N",1.60000000000002
"4673",2002362272,1.5,2002-08-26,42.373377,-8.591494,"Pontevedra","PONTEVEDRA","intencionado","0","0",1.2,1.2,23,4,"10K-100K",0,"Entre 100-125",19.8,"0",15.2,24.5,"2-4 m/s",11.4,7.5,"Q3","agosto","2002","N",1.60000000000002
"4674",2002362279,2.9,2002-08-26,42.235031,-8.3508,"Pontevedra","COVELO","intencionado","0","0",1.33,1.33,14,1,"1K-10K",0,"Entre 100-125",19.8,"0",15.2,24.5,"2-4 m/s",11.4,7.5,"Q3","agosto","2002","N",1.60000000000002
"4675",2002362291,4.6,2002-08-26,42.810517,-8.009536,"Pontevedra","AGOLADA","intencionado","0","0",2,2,13,2,"10K-100K",0,"Entre 100-125",19.8,"0",15.2,24.5,"2-4 m/s",11.4,7.5,"Q3","agosto","2002","N",1.60000000000002
"4676",2002362314,2.2,2002-08-27,42.010838,-8.71436,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",2.2,2.2,17,3,"10K-100K",5696,"Entre 100-125",18.1,"0",13,23.2,"2-4 m/s",14.7,5.7,"Q3","agosto","2002","N",1.60000000000002
"4677",2002362329,2,2002-08-27,42.094277,-8.469245,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","intencionado","0","0",1.15,1.15,17,2,"10K-100K",0,"Entre 100-125",18.1,"0",13,23.2,"2-4 m/s",14.7,5.7,"Q3","agosto","2002","N",1.60000000000002
"4680",2002362365,1,2002-08-28,42.617183,-7.959249,"Pontevedra","RODEIRO","intencionado","0","0",1.1,1.1,6,1,"1K-10K",197,"Entre 100-125",21.7,"0",16.6,26.8,"2-4 m/s",11.4,11.1,"Q3","agosto","2002","NE",4
"4681",2002362375,2,2002-08-28,42.500132,-8.51654,"Pontevedra","COTOBADE","intencionado","0","0",1.55,1.55,10,2,"1K-10K",0,"Entre 100-125",21.7,"0",16.6,26.8,"2-4 m/s",11.4,11.1,"Q3","agosto","2002","NE",4
"4682",2002362378,1,2002-08-28,42.198548,-8.678899,"Pontevedra","VIGO","intencionado","0","0",1.35,1.35,12,1,"1K-10K",2831,"Entre 100-125",21.7,"0",16.6,26.8,"2-4 m/s",11.4,11.1,"Q3","agosto","2002","NE",4
