"","id","superficie","fecha","lat","lng","idprovincia","idmunicipio","causa","muertos","heridos","time_ctrl","time_ext","personal","medios","gastos","perdidas","ALTITUD","TMEDIA","PRECIPITACION","TMIN","TMAX","VELMEDIA","RACHA","SOL","Trimestre","Mes","AÒo","DIR_VIENTO","PRES_RANGE"
"18178",2011361775,7.2,2011-10-17,42.791797,-7.995297,"Pontevedra","AGOLADA","intencionado","0","0",2.43,2.43,14,4,"NO INFO",8254,"Entre 100-125",14.3,"0",8.8,19.8,"< 2 m/s",5.6,6.6,"Q4","octubre","2011","NE",1.5
"18179",2011361778,1.17,2011-10-17,42.724285,-8.013096,"Pontevedra","AGOLADA","intencionado","0","0",1.44,1.44,5,3,"1K-10K",141,"Entre 100-125",14.3,"0",8.8,19.8,"< 2 m/s",5.6,6.6,"Q4","octubre","2011","NE",1.5
"18180",2011361779,1,2011-10-17,42.094576,-8.69165,"Pontevedra","GONDOMAR","intencionado","0","0",1.43,1.43,12,1,"1K-10K",0,"Entre 100-125",14.3,"0",8.8,19.8,"< 2 m/s",5.6,6.6,"Q4","octubre","2011","NE",1.5
"18182",2011361816,1.65,2011-10-20,42.400203,-8.855571,"Pontevedra","SANXENXO","intencionado","0","0",2.36,2.36,6,2,"< 1K ",0,"Entre 100-125",16.4,"0",11.6,21.2,"< 2 m/s",7.8,9.2,"Q4","octubre","2011","N",4.29999999999995
"18183",2011361845,3.94,2011-10-22,42.567677,-8.315319,"Pontevedra","FORCAREI","intencionado","0","0",2.2,2.2,37,6,"10K-100K",1155,"Entre 100-125",14.8,"0",9,20.6,"< 2 m/s",5.6,7.8,"Q4","octubre","2011","W",4.5
"18184",2011361848,1.88,2011-10-22,42.77097,-8.241223,"Pontevedra","VILA DE CRUCES","causa desconocida","0","0",1.12,1.12,14,3,"1K-10K",4992,"Entre 100-125",14.8,"0",9,20.6,"< 2 m/s",5.6,7.8,"Q4","octubre","2011","W",4.5
"18185",2011361857,1.6,2011-10-22,42.595388,-8.001554,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",2.32,2.32,11,3,"1K-10K",20430,"Entre 100-125",14.8,"0",9,20.6,"< 2 m/s",5.6,7.8,"Q4","octubre","2011","W",4.5
"18193",2011361887,5.39,2011-12-30,42.59243,-8.194274,"Pontevedra","LAL√É¬çN","causa desconocida","0","0",2.15,2.15,11,2,"1K-10K",0,"Entre 100-125",7.2,"0",3,11.4,"< 2 m/s",5.3,6.8,"Q4","diciembre","2011","W",1.80000000000007
"18194",2012150003,4.84,2012-02-02,43.050236,-9.292834,"A CoruÒa","MUX√É¬çA","intencionado","0","0",1.54,1.54,5,1,"NO INFO",0,"Inferior a 80",7.1,"0",5.7,8.5,"6-8 m/s",12.8,3.3,"Q1","febrero","2012","N",7.5
"18197",2012150010,2.75,2012-02-11,42.866836,-8.548823,"A CoruÒa","SANTIAGO DE COMPOSTELA","intencionado","0","0",1.19,1.19,16,2,"NO INFO",0,"Inferior a 80",7.7,"0",4.8,10.6,"4-6 m/s",11.7,9.8,"Q1","febrero","2012","NE",3.5
"18198",2012150015,1.54,2012-02-17,43.031983,-8.875592,"A CoruÒa","SANTA COMBA","intencionado","0","0",1.4,1.4,10,1,"NO INFO",0,"Inferior a 80",10.8,"0",7.8,13.8,"4-6 m/s",10.6,9.9,"Q1","febrero","2012","NE",5.5
"18199",2012150019,1.06,2012-02-18,42.8789,-8.791841,"A CoruÒa","NEGREIRA","intencionado","0","0",2.29,2.29,17,3,"NO INFO",0,"Inferior a 80",8.2,"0",3.8,12.5,"< 2 m/s",5.3,5.7,"Q1","febrero","2012","NW",2.59999999999991
"18200",2012150021,1.44,2012-02-19,42.887241,-8.021046,"A CoruÒa","MELIDE","intencionado","0","0",1.49,1.49,4,1,"NO INFO",159,"Inferior a 80",10.6,"0",8.6,12.6,"4-6 m/s",11.7,2.1,"Q1","febrero","2012","NE",4.20000000000005
"18201",2012150022,3.41,2012-02-19,42.957581,-7.925774,"A CoruÒa","TOQUES","intencionado","0","0",2.01,2.01,18,3,"NO INFO",624,"Inferior a 80",10.6,"0",8.6,12.6,"4-6 m/s",11.7,2.1,"Q1","febrero","2012","NE",4.20000000000005
"18202",2012150023,1.28,2012-02-20,42.944332,-8.628386,"A CoruÒa","AMES","negligencia","0","0",1.09,1.09,18,3,"NO INFO",1635,"Inferior a 80",9.4,"0",4.9,14,"2-4 m/s",6.9,10.1,"Q1","febrero","2012","NE",2.5
"18203",2012150024,2.34,2012-02-20,42.851895,-8.462951,"A CoruÒa","BOQUEIX√É‚ÄúN-CASANOVA","negligencia","0","0",1.45,1.45,6,3,"NO INFO",0,"Inferior a 80",9.4,"0",4.9,14,"2-4 m/s",6.9,10.1,"Q1","febrero","2012","NE",2.5
"18204",2012150034,2.17,2012-02-22,43.079363,-8.576517,"A CoruÒa","TORDOIA","causa desconocida","0","0",1.31,1.31,7,2,"NO INFO",16,"Inferior a 80",7.9,"0",3.4,12.4,"< 2 m/s",6.4,9.3,"Q1","febrero","2012","NW",1.80000000000007
"18205",2012150035,2.6,2012-02-22,43.084153,-7.972706,"A CoruÒa","SOBRADO","intencionado","0","0",1.45,1.45,5,1,"NO INFO",935,"Inferior a 80",7.9,"0",3.4,12.4,"< 2 m/s",6.4,9.3,"Q1","febrero","2012","NW",1.80000000000007
"18206",2012150037,1.34,2012-02-23,42.916839,-8.990995,"A CoruÒa","MAZARICOS","negligencia","0","0",0.43,0.43,14,1,"NO INFO",4388,"Inferior a 80",10.2,"0",4.5,15.8,"< 2 m/s",5.3,10.2,"Q1","febrero","2012","NW",2.59999999999991
"18207",2012150039,3.94,2012-02-23,43.078057,-7.987831,"A CoruÒa","SOBRADO","negligencia","0","0",1.41,1.41,11,1,"NO INFO",0,"Inferior a 80",10.2,"0",4.5,15.8,"< 2 m/s",5.3,10.2,"Q1","febrero","2012","NW",2.59999999999991
"18208",2012150040,2.33,2012-02-23,43.019557,-8.915209,"A CoruÒa","ZAS","intencionado","0","0",1.32,1.32,10,1,"NO INFO",1072,"Inferior a 80",10.2,"0",4.5,15.8,"< 2 m/s",5.3,10.2,"Q1","febrero","2012","NW",2.59999999999991
"18209",2012150044,1.2,2012-02-23,43.051713,-8.903426,"A CoruÒa","ZAS","intencionado","0","0",1.54,1.54,6,2,"NO INFO",4259,"Inferior a 80",10.2,"0",4.5,15.8,"< 2 m/s",5.3,10.2,"Q1","febrero","2012","NW",2.59999999999991
"18210",2012150048,1.5,2012-02-24,43.041269,-8.718896,"A CoruÒa","SANTA COMBA","negligencia","0","0",1.03,1.03,10,1,"NO INFO",927,"Inferior a 80",12.6,"0",7,18.2,"< 2 m/s",6.4,9.9,"Q1","febrero","2012","W",3.60000000000002
"18211",2012150049,1.25,2012-02-24,43.552428,-8.235266,"A CoruÒa","FERROL","causa desconocida","0","0",1.32,1.32,16,1,"NO INFO",2348,"Inferior a 80",12.6,"0",7,18.2,"< 2 m/s",6.4,9.9,"Q1","febrero","2012","W",3.60000000000002
"18212",2012150050,2.12,2012-02-24,43.102517,-8.724564,"A CoruÒa","CORISTANCO","intencionado","0","0",1.01,1.01,6,1,"NO INFO",4496,"Inferior a 80",12.6,"0",7,18.2,"< 2 m/s",6.4,9.9,"Q1","febrero","2012","W",3.60000000000002
"18213",2012150051,3.66,2012-02-24,43.143032,-8.570494,"A CoruÒa","TORDOIA","negligencia","0","0",1.45,1.45,5,1,"NO INFO",1207,"Inferior a 80",12.6,"0",7,18.2,"< 2 m/s",6.4,9.9,"Q1","febrero","2012","W",3.60000000000002
"18214",2012150053,4.18,2012-02-24,43.013079,-8.748132,"A CoruÒa","SANTA COMBA","intencionado","0","0",1.45,1.45,7,1,"NO INFO",0,"Inferior a 80",12.6,"0",7,18.2,"< 2 m/s",6.4,9.9,"Q1","febrero","2012","W",3.60000000000002
"18215",2012150059,3.64,2012-02-25,43.079971,-8.577827,"A CoruÒa","TORDOIA","intencionado","0","0",2.43,2.43,4,1,"NO INFO",700,"Inferior a 80",12.8,"0",9.3,16.2,"< 2 m/s",5,6,"Q1","febrero","2012","S",2.90000000000009
"18217",2012150067,8.66,2012-02-26,43.063704,-8.631338,"A CoruÒa","VAL DO DUBRA","intencionado","0","0",3.14,3.14,19,2,"NO INFO",0,"Inferior a 80",10.8,"0",8.1,13.6,"< 2 m/s",5.6,2.5,"Q1","febrero","2012","S",2
"18218",2012150068,1.31,2012-02-27,42.952681,-7.965738,"A CoruÒa","TOQUES","intencionado","0","0",1.28,1.28,5,1,"NO INFO",0,"Inferior a 80",12,"0",6.6,17.5,"< 2 m/s",8.9,10.5,"Q1","febrero","2012","NE",4.39999999999998
"18219",2012150069,2.51,2012-02-27,43.138551,-8.07501,"A CoruÒa","CURTIS","intencionado","0","0",0.57,0.57,5,1,"NO INFO",0,"Inferior a 80",12,"0",6.6,17.5,"< 2 m/s",8.9,10.5,"Q1","febrero","2012","NE",4.39999999999998
"18220",2012150071,1.36,2012-02-27,43.032482,-8.897564,"A CoruÒa","SANTA COMBA","intencionado","0","0",0.35,0.35,7,1,"NO INFO",0,"Inferior a 80",12,"0",6.6,17.5,"< 2 m/s",8.9,10.5,"Q1","febrero","2012","NE",4.39999999999998
"18221",2012150077,3.7,2012-02-28,43.062602,-8.213197,"A CoruÒa","MES√É¬çA","intencionado","0","0",2.41,2.41,11,2,"NO INFO",390,"Inferior a 80",11.8,"0",6.2,17.4,"2-4 m/s",7.2,10.1,"Q1","febrero","2012","W",2.10000000000002
"18222",2012150078,5.12,2012-02-28,43.482582,-8.280998,"A CoruÒa","FERROL","intencionado","0","0",2.31,2.31,12,2,"NO INFO",1082,"Inferior a 80",11.8,"0",6.2,17.4,"2-4 m/s",7.2,10.1,"Q1","febrero","2012","W",2.10000000000002
"18223",2012150079,1,2012-02-28,43.063205,-8.218384,"A CoruÒa","MES√É¬çA","intencionado","0","0",3.09,3.09,6,1,"NO INFO",801,"Inferior a 80",11.8,"0",6.2,17.4,"2-4 m/s",7.2,10.1,"Q1","febrero","2012","W",2.10000000000002
"18224",2012150082,1.41,2012-02-28,43.020459,-8.847474,"A CoruÒa","SANTA COMBA","intencionado","0","0",1.38,1.38,6,1,"NO INFO",0,"Inferior a 80",11.8,"0",6.2,17.4,"2-4 m/s",7.2,10.1,"Q1","febrero","2012","W",2.10000000000002
"18225",2012150085,6.55,2012-02-28,43.065904,-8.673734,"A CoruÒa","VAL DO DUBRA","intencionado","0","0",3.31,3.31,20,4,"NO INFO",1275,"Inferior a 80",11.8,"0",6.2,17.4,"2-4 m/s",7.2,10.1,"Q1","febrero","2012","W",2.10000000000002
"18226",2012150087,4.64,2012-02-29,42.925373,-9.026958,"A CoruÒa","MAZARICOS","intencionado","0","0",1.5,1.5,7,2,"NO INFO",0,"Inferior a 80",11.8,"0",7.2,16.4,"< 2 m/s",6.1,10.1,"Q1","febrero","2012","N",1.59999999999991
"18227",2012150089,10.2,2012-02-29,43.107394,-8.209502,"A CoruÒa","MES√É¬çA","causa desconocida","0","0",2.35,2.35,13,2,"NO INFO",11708,"Inferior a 80",11.8,"0",7.2,16.4,"< 2 m/s",6.1,10.1,"Q1","febrero","2012","N",1.59999999999991
"18228",2012150092,1.71,2012-02-29,43.019386,-8.749419,"A CoruÒa","SANTA COMBA","intencionado","0","0",1.39,1.39,14,1,"NO INFO",0,"Inferior a 80",11.8,"0",7.2,16.4,"< 2 m/s",6.1,10.1,"Q1","febrero","2012","N",1.59999999999991
"18229",2012150096,6.08,2012-03-01,43.105089,-8.835466,"A CoruÒa","CORISTANCO","intencionado","0","0",2.51,2.51,1,1,"NO INFO",0,"Inferior a 80",11,"1",6.5,15.5,"< 2 m/s",17.8,7.4,"Q1","marzo","2012","E",3.29999999999995
"18230",2012150104,2.09,2012-03-02,43.608723,-7.848641,"A CoruÒa","ORTIGUEIRA","intencionado","0","0",1.18,1.18,11,1,"NO INFO",0,"Inferior a 80",13.2,"1",7.8,18.6,"2-4 m/s",13.1,8.6,"Q1","marzo","2012","SW",2.19999999999993
"18231",2012150106,2.88,2012-03-02,43.001229,-8.005546,"A CoruÒa","SOBRADO","intencionado","0","0",3.09,3.09,7,1,"NO INFO",0,"Inferior a 80",13.2,"1",7.8,18.6,"2-4 m/s",13.1,8.6,"Q1","marzo","2012","SW",2.19999999999993
"18232",2012150109,2.16,2012-03-02,43.00353,-7.997902,"A CoruÒa","SOBRADO","causa desconocida","0","0",2.1,2.1,7,1,"NO INFO",571,"Inferior a 80",13.2,"1",7.8,18.6,"2-4 m/s",13.1,8.6,"Q1","marzo","2012","SW",2.19999999999993
"18233",2012150118,1.4,2012-03-08,42.716025,-8.853925,"A CoruÒa","BOIRO","intencionado","0","0",1.31,1.31,23,4,"NO INFO",747,"Inferior a 80",12.8,"0",9.9,15.8,"2-4 m/s",8.6,10.4,"Q1","marzo","2012","E",2.50000000000011
"18235",2012150123,1,2012-03-09,42.969175,-8.11228,"A CoruÒa","MELIDE","intencionado","0","0",1.01,1.01,5,1,"NO INFO",0,"Inferior a 80",12.6,"0",7.4,17.8,"< 2 m/s",5.8,10.9,"Q1","marzo","2012","N",2.40000000000009
"18236",2012150125,1.1,2012-03-09,43.284065,-8.388564,"A CoruÒa","CULLEREDO","intencionado","0","0",1.22,1.22,12,1,"NO INFO",1175,"Inferior a 80",12.6,"0",7.4,17.8,"< 2 m/s",5.8,10.9,"Q1","marzo","2012","N",2.40000000000009
"18237",2012150130,3.36,2012-03-10,43.10129,-8.229513,"A CoruÒa","MES√É¬çA","intencionado","0","0",1,1,4,0,"NO INFO",3205,"Inferior a 80",14.2,"0",8.3,20.1,"2-4 m/s",8.9,10.7,"Q1","marzo","2012","NE",1.49999999999989
"18238",2012150132,9.58,2012-03-10,43.060509,-8.221931,"A CoruÒa","FRADES","intencionado","0","0",3.03,3.03,11,2,"NO INFO",2954,"Inferior a 80",14.2,"0",8.3,20.1,"2-4 m/s",8.9,10.7,"Q1","marzo","2012","NE",1.49999999999989
"18239",2012150133,1.73,2012-03-10,43.107477,-8.216432,"A CoruÒa","MES√É¬çA","intencionado","0","0",1.44,1.44,7,0,"NO INFO",670,"Inferior a 80",14.2,"0",8.3,20.1,"2-4 m/s",8.9,10.7,"Q1","marzo","2012","NE",1.49999999999989
"18240",2012150134,9.85,2012-03-10,43.07652,-8.229922,"A CoruÒa","MES√É¬çA","intencionado","0","0",2.59,2.59,14,3,"NO INFO",23808,"Inferior a 80",14.2,"0",8.3,20.1,"2-4 m/s",8.9,10.7,"Q1","marzo","2012","NE",1.49999999999989
"18241",2012150136,2.1,2012-03-10,43.134029,-8.391979,"A CoruÒa","ORDES","intencionado","0","0",1.37,1.37,8,1,"NO INFO",1622,"Inferior a 80",14.2,"0",8.3,20.1,"2-4 m/s",8.9,10.7,"Q1","marzo","2012","NE",1.49999999999989
"18242",2012150138,6.5,2012-03-10,43.003188,-8.39386,"A CoruÒa","ORDES","intencionado","0","0",2.34,2.34,20,7,"NO INFO",6270,"Inferior a 80",14.2,"0",8.3,20.1,"2-4 m/s",8.9,10.7,"Q1","marzo","2012","NE",1.49999999999989
"18243",2012150145,2.86,2012-03-10,43.01493,-8.079322,"A CoruÒa","BOIMORTO","intencionado","0","0",2.2,2.2,14,3,"NO INFO",3100,"Inferior a 80",14.2,"0",8.3,20.1,"2-4 m/s",8.9,10.7,"Q1","marzo","2012","NE",1.49999999999989
"18246",2012150156,1.09,2012-03-11,43.404564,-8.197744,"A CoruÒa","PONTEDEUME","causa desconocida","0","0",2.19,2.19,11,2,"NO INFO",1937,"Inferior a 80",14.5,"0",9.8,19.2,"4-6 m/s",11.1,11.1,"Q1","marzo","2012","NE",6.10000000000002
"18247",2012150157,2,2012-03-11,42.624926,-9.018938,"A CoruÒa","PORTO DO SON","intencionado","0","0",3.03,3.03,17,2,"NO INFO",997,"Inferior a 80",14.5,"0",9.8,19.2,"4-6 m/s",11.1,11.1,"Q1","marzo","2012","NE",6.10000000000002
"18248",2012150168,5.26,2012-03-12,42.790728,-8.855841,"A CoruÒa","LOUSAME","intencionado","0","0",3.21,3.21,43,5,"NO INFO",6179,"Inferior a 80",14.2,"0",8,20.5,"< 2 m/s",6.4,11.1,"Q1","marzo","2012","W",1.89999999999998
"18249",2012150169,1.07,2012-03-12,43.24645,-7.983273,"A CoruÒa","ARANGA","intencionado","0","0",2.19,2.19,11,0,"NO INFO",743,"Inferior a 80",14.2,"0",8,20.5,"< 2 m/s",6.4,11.1,"Q1","marzo","2012","W",1.89999999999998
"18250",2012150170,1.42,2012-03-12,43.042996,-8.926926,"A CoruÒa","ZAS","intencionado","0","0",2.51,2.51,4,1,"NO INFO",0,"Inferior a 80",14.2,"0",8,20.5,"< 2 m/s",6.4,11.1,"Q1","marzo","2012","W",1.89999999999998
"18252",2012150173,1.35,2012-03-13,43.018763,-8.553653,"A CoruÒa","TRAZO","intencionado","0","0",0.56,0.56,5,1,"NO INFO",4870,"Inferior a 80",11.5,"0",7.8,15.2,"2-4 m/s",5.3,11,"Q1","marzo","2012","NW",2.70000000000005
"18253",2012150175,4.9,2012-03-13,42.58722,-8.984644,"A CoruÒa","RIBEIRA","intencionado","0","0",3.18,3.18,18,5,"NO INFO",4062,"Inferior a 80",11.5,"0",7.8,15.2,"2-4 m/s",5.3,11,"Q1","marzo","2012","NW",2.70000000000005
"18254",2012150177,6.02,2012-03-13,43.03143,-8.723838,"A CoruÒa","SANTA COMBA","intencionado","0","0",2.3,2.3,6,2,"NO INFO",5069,"Inferior a 80",11.5,"0",7.8,15.2,"2-4 m/s",5.3,11,"Q1","marzo","2012","NW",2.70000000000005
"18255",2012150186,1.05,2012-03-15,43.247804,-7.967521,"A CoruÒa","ARANGA","intencionado","0","0",1.15,1.15,6,1,"NO INFO",1595,"Inferior a 80",11.2,"0",9.5,13,"< 2 m/s",5,0.2,"Q1","marzo","2012","N",1.39999999999998
"18260",2012150201,1.86,2012-03-17,43.014305,-7.997346,"A CoruÒa","SOBRADO","intencionado","0","0",1.55,1.55,4,1,"NO INFO",1387,"Inferior a 80",11.3,"1",8.4,14.2,"4-6 m/s",14.4,5.4,"Q1","marzo","2012","W",2.29999999999995
"18261",2012150202,2.27,2012-03-17,42.909582,-8.574177,"A CoruÒa","SANTIAGO DE COMPOSTELA","intencionado","0","0",1.24,1.24,8,0,"NO INFO",1200,"Inferior a 80",11.3,"1",8.4,14.2,"4-6 m/s",14.4,5.4,"Q1","marzo","2012","W",2.29999999999995
"18264",2012150210,1.05,2012-03-23,42.891936,-8.238187,"A CoruÒa","TOURO","intencionado","0","0",0.39,0.39,5,1,"NO INFO",4767,"Inferior a 80",15.7,"0",9.2,22.2,"< 2 m/s",6.7,11.4,"Q1","marzo","2012","SE",8
"18265",2012150211,1.74,2012-03-23,43.021056,-8.07847,"A CoruÒa","SOBRADO","negligencia","0","0",1.08,1.08,13,2,"NO INFO",5381,"Inferior a 80",15.7,"0",9.2,22.2,"< 2 m/s",6.7,11.4,"Q1","marzo","2012","SE",8
"18266",2012150212,1,2012-03-23,43.058818,-8.199995,"A CoruÒa","MES√É¬çA","intencionado","0","0",1.04,1.04,10,1,"NO INFO",0,"Inferior a 80",15.7,"0",9.2,22.2,"< 2 m/s",6.7,11.4,"Q1","marzo","2012","SE",8
"18267",2012150213,8.56,2012-03-23,42.971557,-8.503238,"A CoruÒa","SANTIAGO DE COMPOSTELA","intencionado","0","0",1.35,1.35,13,3,"NO INFO",29438,"Inferior a 80",15.7,"0",9.2,22.2,"< 2 m/s",6.7,11.4,"Q1","marzo","2012","SE",8
"18268",2012150215,2.39,2012-03-23,43.10551,-8.101832,"A CoruÒa","CURTIS","causa desconocida","0","0",2.25,2.25,11,1,"NO INFO",12266,"Inferior a 80",15.7,"0",9.2,22.2,"< 2 m/s",6.7,11.4,"Q1","marzo","2012","SE",8
"18273",2012150230,5.83,2012-03-25,43.098507,-8.735064,"A CoruÒa","SANTA COMBA","intencionado","0","0",2.01,2.01,7,1,"NO INFO",148,"Inferior a 80",17.2,"0",12.8,21.6,"< 2 m/s",6.4,9.1,"Q1","marzo","2012","NE",2.5
"18274",2012150234,2.24,2012-03-25,42.864285,-8.609329,"A CoruÒa","AMES","intencionado","0","0",2.4,2.4,24,4,"NO INFO",4786,"Inferior a 80",17.2,"0",12.8,21.6,"< 2 m/s",6.4,9.1,"Q1","marzo","2012","NE",2.5
"18275",2012150236,2.61,2012-03-25,43.165091,-8.381116,"A CoruÒa","ORDES","intencionado","0","0",2.53,2.53,9,2,"NO INFO",1699,"Inferior a 80",17.2,"0",12.8,21.6,"< 2 m/s",6.4,9.1,"Q1","marzo","2012","NE",2.5
"18276",2012150237,2.98,2012-03-26,43.111338,-8.817013,"A CoruÒa","SANTA COMBA","intencionado","0","0",2.55,2.55,7,2,"NO INFO",0,"Inferior a 80",17.9,"0",12.4,23.4,"2-4 m/s",7.2,11.1,"Q1","marzo","2012","W",2.5
"18277",2012150240,2.19,2012-03-26,43.053599,-8.113776,"A CoruÒa","VILASANTAR","intencionado","0","0",1.23,1.23,14,2,"NO INFO",4175,"Inferior a 80",17.9,"0",12.4,23.4,"2-4 m/s",7.2,11.1,"Q1","marzo","2012","W",2.5
"18279",2012150246,1.23,2012-03-27,43.25797,-8.134658,"A CoruÒa","COIR√É‚ÄúS","intencionado","0","0",3.35,3.35,20,3,"NO INFO",1650,"Inferior a 80",18,"0",11.5,24.5,"< 2 m/s",6.9,11.6,"Q1","marzo","2012","NW",3.39999999999998
"18282",2012150251,1.47,2012-03-27,43.005164,-8.959363,"A CoruÒa","ZAS","intencionado","0","0",1.07,1.07,2,1,"NO INFO",842,"Inferior a 80",18,"0",11.5,24.5,"< 2 m/s",6.9,11.6,"Q1","marzo","2012","NW",3.39999999999998
"18283",2012150252,1.13,2012-03-27,42.941963,-7.971457,"A CoruÒa","TOQUES","intencionado","0","0",0.55,0.55,5,0,"NO INFO",0,"Inferior a 80",18,"0",11.5,24.5,"< 2 m/s",6.9,11.6,"Q1","marzo","2012","NW",3.39999999999998
"18285",2012150258,1.37,2012-03-28,43.109812,-8.88249,"A CoruÒa","ZAS","intencionado","0","0",1.26,1.26,20,2,"NO INFO",5856,"Inferior a 80",18,"0",11.5,24.6,"2-4 m/s",7.2,11.7,"Q1","marzo","2012","N",2.70000000000005
"18297",2012150300,2.41,2012-03-30,43.67288,-8.018899,"A CoruÒa","CEDEIRA","intencionado","0","0",4.15,4.15,12,3,"NO INFO",10105,"Inferior a 80",17.9,"0",12.2,23.6,"< 2 m/s",8.9,11.7,"Q1","marzo","2012","N",4.19999999999993
"18299",2012150313,1.97,2012-03-31,42.862137,-8.023389,"A CoruÒa","SANTISO","intencionado","0","0",1.47,1.47,7,2,"NO INFO",8903,"Inferior a 80",14.9,"0",12,17.8,"4-6 m/s",12.5,9,"Q1","marzo","2012","N",4.60000000000002
"18301",2012150318,3.14,2012-03-31,43.089125,-8.72009,"A CoruÒa","SANTA COMBA","intencionado","0","0",2.25,2.25,14,1,"NO INFO",318,"Inferior a 80",14.9,"0",12,17.8,"4-6 m/s",12.5,9,"Q1","marzo","2012","N",4.60000000000002
"18302",2012150319,1.25,2012-03-31,43.678041,-7.911702,"A CoruÒa","ORTIGUEIRA","intencionado","0","0",1.21,1.21,12,1,"NO INFO",8923,"Inferior a 80",14.9,"0",12,17.8,"4-6 m/s",12.5,9,"Q1","marzo","2012","N",4.60000000000002
"18303",2012150320,1.54,2012-03-31,43.146087,-8.633131,"A CoruÒa","CARBALLO","intencionado","0","0",2.1,2.1,11,1,"NO INFO",1677,"Inferior a 80",14.9,"0",12,17.8,"4-6 m/s",12.5,9,"Q1","marzo","2012","N",4.60000000000002
"18306",2012150323,4.17,2012-03-31,43.131828,-8.808764,"A CoruÒa","CORISTANCO","intencionado","0","0",2.3,2.3,13,1,"NO INFO",173,"Inferior a 80",14.9,"0",12,17.8,"4-6 m/s",12.5,9,"Q1","marzo","2012","N",4.60000000000002
"18307",2012150324,1.61,2012-03-31,43.683583,-8.070288,"A CoruÒa","CEDEIRA","fuego reproducido","0","0",3.28,3.28,7,1,"NO INFO",0,"Inferior a 80",14.9,"0",12,17.8,"4-6 m/s",12.5,9,"Q1","marzo","2012","N",4.60000000000002
"18308",2012150325,1.4,2012-03-31,43.098483,-8.203657,"A CoruÒa","MES√É¬çA","intencionado","0","0",1.48,1.48,4,1,"NO INFO",2281,"Inferior a 80",14.9,"0",12,17.8,"4-6 m/s",12.5,9,"Q1","marzo","2012","N",4.60000000000002
"18310",2012150330,1.54,2012-04-01,43.063342,-8.035712,"A CoruÒa","SOBRADO","intencionado","0","0",0.57,0.57,3,1,"NO INFO",1406,"Inferior a 80",14,"0",10.5,17.6,"4-6 m/s",12.5,11.5,"Q2","abril","2012","N",4.80000000000007
"18311",2012150331,4.5,2012-04-01,43.081014,-8.574871,"A CoruÒa","TORDOIA","intencionado","0","0",3.08,3.08,8,0,"NO INFO",920,"Inferior a 80",14,"0",10.5,17.6,"4-6 m/s",12.5,11.5,"Q2","abril","2012","N",4.80000000000007
"18312",2012150333,2.78,2012-04-01,43.06265,-8.035846,"A CoruÒa","SOBRADO","intencionado","0","0",1.15,1.15,3,2,"NO INFO",25965,"Inferior a 80",14,"0",10.5,17.6,"4-6 m/s",12.5,11.5,"Q2","abril","2012","N",4.80000000000007
"18313",2012150335,1.93,2012-04-01,43.015959,-8.909532,"A CoruÒa","SANTA COMBA","intencionado","0","0",1.36,1.36,8,1,"NO INFO",1479,"Inferior a 80",14,"0",10.5,17.6,"4-6 m/s",12.5,11.5,"Q2","abril","2012","N",4.80000000000007
"18314",2012150336,1.62,2012-04-01,42.86123,-8.644712,"A CoruÒa","AMES","causa desconocida","0","0",1.28,1.28,16,2,"NO INFO",1110,"Inferior a 80",14,"0",10.5,17.6,"4-6 m/s",12.5,11.5,"Q2","abril","2012","N",4.80000000000007
"18317",2012150341,3.05,2012-04-01,43.522368,-8.145699,"A CoruÒa","NEDA","intencionado","0","0",3.53,3.53,15,2,"NO INFO",17308,"Inferior a 80",14,"0",10.5,17.6,"4-6 m/s",12.5,11.5,"Q2","abril","2012","N",4.80000000000007
"18318",2012150343,7.5,2012-04-01,42.596015,-8.968881,"A CoruÒa","RIBEIRA","intencionado","0","0",3.35,3.35,23,5,"NO INFO",8648,"Inferior a 80",14,"0",10.5,17.6,"4-6 m/s",12.5,11.5,"Q2","abril","2012","N",4.80000000000007
"18323",2012150357,1.74,2012-04-03,42.911727,-8.579541,"A CoruÒa","SANTIAGO DE COMPOSTELA","intencionado","0","0",1.46,1.46,8,1,"NO INFO",947,"Inferior a 80",11.9,"1",10.2,13.6,"4-6 m/s",11.7,5,"Q2","abril","2012","N",2.60000000000002
"18324",2012150358,5.03,2012-04-03,43.094509,-8.746975,"A CoruÒa","SANTA COMBA","intencionado","0","0",2.2,2.2,10,1,"NO INFO",0,"Inferior a 80",11.9,"1",10.2,13.6,"4-6 m/s",11.7,5,"Q2","abril","2012","N",2.60000000000002
"18326",2012150392,7.51,2012-05-13,43.095213,-8.813412,"A CoruÒa","SANTA COMBA","intencionado","0","0",2.22,2.22,9,2,"NO INFO",1555,"Inferior a 80",17.9,"0",13.8,22,"2-4 m/s",9.4,10.8,"Q2","mayo","2012","E",5
"18327",2012150396,1.68,2012-05-23,42.901007,-8.639144,"A CoruÒa","AMES","intencionado","0","0",1.55,1.55,18,2,"NO INFO",7514,"Inferior a 80",16.8,"0",12.2,21.4,"2-4 m/s",6.4,14,"Q2","mayo","2012","S",0.900000000000091
"18328",2012150402,8.01,2012-05-25,43.14539,-8.634869,"A CoruÒa","CARBALLO","intencionado","0","0",3.43,3.43,8,2,"NO INFO",2909,"Inferior a 80",18,"0",13.9,22,"2-4 m/s",14.4,6.3,"Q2","mayo","2012","SW",4.60000000000002
